index_cafeteria,cafeteria_name,label,cafeteria_type_orignal,label_zero-shot,img,Latitude,Longitude,openTime,closeTime,소재지전체주소,인허가일자,영업상태구분코드,시설총규모,최종수정시점,시/도,구/군,동/면,상세주소
9337,신마포갈매기(강원대점),고기/구이,식육(숯불구이),양식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170607_291%2F1496808327491xMaB6_JPEG%2F1.jpg,37.873279,127.7416663,,,강원특별자치도 춘천시 효자동 767-2,2001-09-14,1,105.44,2022-02-07 9:45:13,강원특별자치도,춘천시,효자동,767-2
8015,미도숯불갈비,고기/구이,식육(숯불구이),고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170922_140%2F1506053533488cGyiG_JPEG%2Fk1qV_ViDdaJlY73l1Os6P4SI.jpg,37.8719329,127.7335917,,,"강원특별자치도 춘천시 효자동 665-6 (1층,2동)",2007-10-15,1,45.36,2022-11-04 10:08:48,강원특별자치도,춘천시,효자동,"665-6 (1층,2동)"
9031,윤일닭갈비,고기/구이,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171023_139%2F15087408297223vCY6_JPEG%2FxRz675PNqSAJidKzB8GNbZdt.jpg,37.863484,127.7352216,,,강원특별자치도 춘천시 효자동 250-22 1층,1991-08-05,1,78.53,2022-01-19 11:30:03,강원특별자치도,춘천시,효자동,250-22 1층
9305,진미닭갈비본점,고기/구이,한식,고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171114_285%2F1510642986823gDemQ_JPEG%2F2f_hfQipQNrfO8Po3TGw8wGV.jpg,37.8681763,127.7367037,,,강원특별자치도 춘천시 효자동 174-59,1996-06-21,1,89.52,2013-01-16 9:19:41,강원특별자치도,춘천시,효자동,174-59
8095,청솔한우,고기/구이,식육(숯불구이),기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171212_160%2F15130505069352Lm29_JPEG%2F_l-JmoOpoBm8lVo-1K1o3wkn.jpg,37.8665878,127.751501,,,강원특별자치도 춘천시 석사동 740-1 (1층),2010-12-14,1,102.72,2017-11-28 14:55:42,강원특별자치도,춘천시,석사동,740-1 (1층)
9407,시민닭갈비,고기/구이,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171218_170%2F1513562275463fJXok_JPEG%2FPhXeRIXkG8YQNVrdJzBmKe9z.jpg,37.8615897,127.7418298,,,강원특별자치도 춘천시 석사동 696-7,1979-05-26,1,0,2022-01-13 17:02:30,강원특별자치도,춘천시,석사동,696-7
12295,고기촌,고기/구이,식육(숯불구이),기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171220_188%2F1513758974300GHi60_JPEG%2FzY9rSnvsaff8xcZey3qh0nI8.jpg,37.8601919,127.7427812,,,강원특별자치도 춘천시 석사동 644-6,2017-07-21,1,57,2022-02-07 16:07:07,강원특별자치도,춘천시,석사동,644-6
11771,숨어있는고깃집,고기/구이,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180727_184%2F1532689887332klJiv_JPEG%2Fjb0uMd8C7DV3WhKSADAalilz.jpeg.jpg,37.8727881,127.7454301,,,강원특별자치도 춘천시 효자동 632-11,2018-05-31,1,99.52,2021-12-18 17:54:08,강원특별자치도,춘천시,효자동,632-11
8871,먹촌가,고기/구이,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181221_38%2F1545357127583VakBS_JPEG%2FZ2mDtyxmeJCxWFXxXXdoKmcB.jpg,37.8597116,127.7426083,,,강원특별자치도 춘천시 석사동 642,2002-03-04,1,43.46,2022-02-07 9:56:12,강원특별자치도,춘천시,석사동,642
11427,만보네,고기/구이,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181223_104%2F15455491832205u1Ud_JPEG%2FmHlZsDCQp2s9KN8GbtL52W0i.jpg,37.8759017,127.7433356,,,강원특별자치도 춘천시 효자동 18-104,2015-07-14,1,79.76,2023-03-16 8:56:57,강원특별자치도,춘천시,효자동,18-104
9603,온돌집,고기/구이,한식,고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181223_122%2F1545524403985lsumX_JPEG%2FLe3cDzMs9o6ls6LzHLPhPeh4.jpg,37.8532096,127.7469284,,,강원특별자치도 춘천시 석사동 840-7,2009-03-19,1,90.48,2017-11-30 18:06:25,강원특별자치도,춘천시,석사동,840-7
9230,니하오양꼬치,고기/구이,식육(숯불구이),분식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181224_15%2F1545604071744NVlQL_JPEG%2F9O4GftYpPtmItifdwf-hVp9l.jpg,37.867017,127.7522447,,,"강원특별자치도 춘천시 석사동 737-6 ,7",2001-07-27,1,36.9,2020-07-22 14:33:54,강원특별자치도,춘천시,석사동,"737-6 ,7"
10848,초빈닭갈비,고기/구이,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181224_57%2F1545634415106aIcSO_JPEG%2FuVm7uV9LPhguALxYO27b8uAd.jpg,37.8663076,127.7525097,,,강원특별자치도 춘천시 석사동 735-13,2016-09-22,1,118.78,2018-01-16 10:38:09,강원특별자치도,춘천시,석사동,735-13
9809,쭌이네생모듬구이,고기/구이,한식,고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181225_176%2F1545732069191xaO9y_JPEG%2F5NheAPllh9j1X9wrZgDixa6X.jpg,37.8662365,127.7530384,,,강원특별자치도 춘천시 석사동 734-15,2013-03-11,1,55.03,2022-01-19 13:45:27,강원특별자치도,춘천시,석사동,734-15
9440,삼겹천하,고기/구이,한식,고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181225_72%2F1545738415694EUsiC_JPEG%2FM3gkEmCal5XanIVVNWYHTwRB.jpg,37.8658947,127.7520466,,,강원특별자치도 춘천시 석사동 742-17,1998-06-29,1,67.94,2012-01-31 11:31:51,강원특별자치도,춘천시,석사동,742-17
8607,황소돌곱창구이,고기/구이,한식,고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190102_261%2F1546435825418HQw7r_JPEG%2F95sECq8sF7e2H8SBkrYRHRev.jpg,37.865527,127.7509655,,,강원특별자치도 춘천시 석사동 749-1,2000-06-08,1,55.7,2023-06-19 18:05:09,강원특별자치도,춘천시,석사동,749-1
9546,가마솥통닭,고기/구이,식육(숯불구이),고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190105_262%2F1546697160219zi6jX_JPEG%2FKlKI7LScMwoXXHsDjuCTBWbZ.jpg,37.8576932,127.7446452,,,강원특별자치도 춘천시 석사동 667-5 (1층),2010-07-06,1,36.72,2014-06-10 16:33:15,강원특별자치도,춘천시,석사동,667-5 (1층)
11136,꼴두바우강대점,고기/구이,식육(숯불구이),국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_144%2F1546835605761mRJ3X_JPEG%2Fx7jM-UoqolosBgmAEb3rjRdu.jpg,37.8743304,127.7424035,,,강원특별자치도 춘천시 효자동 619-8 1층,2014-07-31,1,78.96,2023-05-26 16:14:02,강원특별자치도,춘천시,효자동,619-8 1층
8593,봉수닭갈비,고기/구이,식육(숯불구이),고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_175%2F1546839634098ntyJE_JPEG%2FjFj2KJGFYiWhS0IqNOgCuV0g.jpg,37.8735516,127.7435168,,,강원특별자치도 춘천시 효자동 626-14 1층,1993-10-15,1,51.03,2015-12-18 16:21:33,강원특별자치도,춘천시,효자동,626-14 1층
8609,꼴두바우애막골점,고기/구이,한식,국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190109_169%2F1547043083769hn4Y3_JPEG%2FIFSfLU1HNZzuCPZsyuk26E_h.jpg,37.8666326,127.7531178,,,강원특별자치도 춘천시 석사동 735-5,2000-07-07,1,42.74,2022-01-21 17:53:51,강원특별자치도,춘천시,석사동,735-5
8894,조개본능,고기/구이,식육(숯불구이),회,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190110_183%2F1547090995992uNWi4_JPEG%2FWZtVDZmX8fj8pjCyaf3KShbQ.jpeg.jpg,37.8667076,127.7518979,,,강원특별자치도 춘천시 석사동 737-10,2001-04-26,1,43.68,2021-12-19 16:51:18,강원특별자치도,춘천시,석사동,737-10
7633,원조신토불이,고기/구이,한식,찜/탕/찌개,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190110_230%2F1547047980241jSpQP_JPEG%2FtZFDp8vpkRceyPc26wo-TZY1.jpg,37.8671482,127.755025,,,강원특별자치도 춘천시 석사동 726-5,2003-06-27,1,88.86,2013-03-12 10:46:59,강원특별자치도,춘천시,석사동,726-5
9320,꼬꼬랑꼬치랑,고기/구이,통닭(치킨),치킨,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190110_6%2F1547047886016lk1pQ_JPEG%2FkjH3CQftNAfSRcQS8mnnE6bX.jpg,37.8671482,127.754883,,,강원특별자치도 춘천시 석사동 726-6,1998-12-24,1,75.46,2021-08-03 22:16:30,강원특별자치도,춘천시,석사동,726-6
9585,왕가마솥뚜껑,고기/구이,한식,국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190112_180%2F1547276490786TtmrO_JPEG%2Fzbi-d7fQiEg9Zz2UYNsOqPn3.jpg,37.8537217,127.74734,,,강원특별자치도 춘천시 석사동 832-7,2003-04-30,1,84.48,2023-06-08 14:41:08,강원특별자치도,춘천시,석사동,832-7
9006,공지천왕갈비(애막골점),고기/구이,식육(숯불구이),고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190112_56%2F1547246221765TmWAC_JPEG%2FJCTVdNoUI8quRCf6BQXs0i14.jpg,37.865733,127.7518653,,,강원특별자치도 춘천시 석사동 742-15,2001-07-16,1,97.97,2013-03-04 10:25:13,강원특별자치도,춘천시,석사동,742-15
9236,청평미가,고기/구이,한식,고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190114_13%2F1547466012681F5Cwy_JPEG%2FaHN4BtVFrguCLWTumVVOykTw.jpg,37.8584903,127.7427145,,,강원특별자치도 춘천시 석사동 669-13 1층,1999-05-10,1,85.86,2021-10-18 14:20:35,강원특별자치도,춘천시,석사동,669-13 1층
8020,소림생고기,고기/구이,식육(숯불구이),고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190118_144%2F1547754690332xCkng_JPEG%2Fvhh2xWouE-PaBEv3WXBZSe7f.jpg,37.8793121,127.7406315,,,강원특별자치도 춘천시 효자동 756,2007-11-13,1,84.58,2022-02-07 13:34:45,강원특별자치도,춘천시,효자동,756
8202,석사돌삼겹,고기/구이,식육(숯불구이),기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190124_128%2F1548312577277UFyqH_JPEG%2FrOso_Eg9ShIaaUDbCThF-X2c.jpg,37.8610504,127.7414785,,,강원특별자치도 춘천시 석사동 697-4 (1층),2010-06-04,1,46.56,2019-09-11 9:39:48,강원특별자치도,춘천시,석사동,697-4 (1층)
8598,원앙닭갈비,고기/구이,한식,고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190320_249%2F1553053780788KRwgf_JPEG%2F1FvuJ1Sij1ENZPvM0VGw2N_b.jpg,37.8616826,127.7415448,,,강원특별자치도 춘천시 석사동 696-5,1994-10-08,1,96.9,2013-04-04 13:21:36,강원특별자치도,춘천시,석사동,696-5
10676,산천어춘천닭갈비,고기/구이,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190528_145%2F15590267770528Tgo9_JPEG%2FUze_FAE8TtMyLPkfUbjsUw8X.jpg,37.8743953,127.7348612,,,강원특별자치도 춘천시 효자동 100-3,2019-04-30,1,75.31,2022-04-14 9:36:56,강원특별자치도,춘천시,효자동,100-3
9540,찍찍이네,고기/구이,호프/통닭,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190601_243%2F1559385107642Eg5SR_JPEG%2F9ZNo1rEyHfbYfYVm2UPeM3Br.jpg,37.8660309,127.7533879,,,강원특별자치도 춘천시 석사동 732-17 (1층),2003-11-28,1,95.98,2021-04-19 10:21:29,강원특별자치도,춘천시,석사동,732-17 (1층)
9583,스푼,고기/구이,한식,고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190604_88%2F1559644970170JsHe3_JPEG%2FsqhQGjXKyHyLywZHKQFUWoNy.jpg,37.8745988,127.7431512,,,"강원특별자치도 춘천시 효자동 20-14 ,21-3,63-52(3동)",2002-10-24,1,97.34,2023-09-26 15:24:58,강원특별자치도,춘천시,효자동,"20-14 ,21-3,63-52(3동)"
9404,비와별닭갈비애막골점,고기/구이,식육(숯불구이),고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190701_53%2F1561961604126Un2rO_JPEG%2FTZlyoAN9QAve7EuYZHRdLNTQ.jpg,37.8671979,127.7535046,,,강원특별자치도 춘천시 석사동 729-6,1998-08-28,1,141.37,2023-02-23 10:52:56,강원특별자치도,춘천시,석사동,729-6
8608,쭈꾸미도사,고기/구이,식육(숯불구이),양식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200108_49%2F1578448368878HEYL0_JPEG%2F-Az53mrT_IV8EjyxZRLti_RB.jpg,37.866612,127.7524442,,,강원특별자치도 춘천시 석사동 736-9,2000-07-06,1,97.56,2019-11-28 16:28:44,강원특별자치도,춘천시,석사동,736-9
8514,남부닭갈비,고기/구이,분식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200109_51%2F1578550719687YhWLt_JPEG%2F8QgLAlw3glP6tVcVjcGbQHpn.jpg,37.8700878,127.7266694,,,강원특별자치도 춘천시 효자동 685-14,2003-11-18,1,35.34,2022-02-07 10:53:11,강원특별자치도,춘천시,효자동,685-14
11793,곱돌생삼겹살,고기/구이,식육(숯불구이),기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200111_257%2F1578717040025mMgv5_JPEG%2F70mEsPm77CsbHMvoZ56ycx2p.JPG.jpg,37.8731147,127.745442,,,강원특별자치도 춘천시 효자동 631-3,2015-11-06,1,234.24,2022-01-20 16:41:25,강원특별자치도,춘천시,효자동,631-3
12111,삼봉한우정육식당,고기/구이,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200117_276%2F1579251262897dWzTy_JPEG%2FW2HUTRP6Wc6zlXmJtrqOUPow.jpg,37.8555626,127.7460966,,,강원특별자치도 춘천시 석사동 818-13,2018-03-29,1,207.9,2021-10-27 13:15:47,강원특별자치도,춘천시,석사동,818-13
11264,돌다리야채곱창,고기/구이,기타,분식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200124_178%2F1579833366140GRz3K_JPEG%2FQSGMoEekE0SkVvPDlETK_IJT.jpg,37.8741449,127.7419541,,,강원특별자치도 춘천시 효자동 618-10,2016-05-03,1,95,2022-01-20 17:34:08,강원특별자치도,춘천시,효자동,618-10
8552,장군막창구이,고기/구이,식육(숯불구이),고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200201_258%2F1580559346266960g7_JPEG%2FozvdY14PDdB_fdmk_KGyP8Dk.JPG.jpg,37.866889,127.7534025,,,강원특별자치도 춘천시 석사동 735-2,1997-10-24,1,36.08,2021-04-12 10:10:06,강원특별자치도,춘천시,석사동,735-2
8855,한지붕갈비,고기/구이,식육(숯불구이),고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200315_247%2F1584274339649RIBNG_JPEG%2FfsGz5B9JFxgKjFokARyEtQI2.jpg,37.8609478,127.7433555,,,강원특별자치도 춘천시 석사동 640,2001-11-30,1,72.14,2018-02-12 9:48:28,강원특별자치도,춘천시,석사동,640
8346,스푼더마켓,고기/구이,한식,고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200428_38%2F1588074063415w73Xn_JPEG%2FH8dicGj7vhpXEyzaoyV_ueST.jpg,37.8745988,127.7431512,,,강원특별자치도 춘천시 효자동 20-14 (2층),2010-09-16,1,123.2,2022-01-19 11:14:57,강원특별자치도,춘천시,효자동,20-14 (2층)
8488,공지천왕갈비스무숲점,고기/구이,한식,고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200605_280%2F1591357964100NMGm6_JPEG%2FskC0pTNZZtNzwFQs_N6Ae5oA.jpg,37.8486907,127.7503026,,,강원특별자치도 춘천시 석사동 942-2 (1층),2005-12-05,1,113.5,2022-02-07 11:52:01,강원특별자치도,춘천시,석사동,942-2 (1층)
11313,육반주,고기/구이,식육(숯불구이),기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200606_230%2F1591418950213krAF4_JPEG%2F7Fgw4TFlvH_wa_QJxpZJGg-7.jpg,37.8489225,127.7512354,,,강원특별자치도 춘천시 석사동 921-7,2018-10-12,1,117,2022-02-07 14:24:58,강원특별자치도,춘천시,석사동,921-7
8029,한우가,고기/구이,한식,치킨,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200607_6%2F15914836787144VaNa_JPEG%2F4YuFVxczH1mpclT_jjSnqFQG.jpg,37.8475614,127.751161,,,"강원특별자치도 춘천시 석사동 155-4 1,2동",2006-02-27,1,229.72,2021-04-12 10:30:51,강원특별자치도,춘천시,석사동,"155-4 1,2동"
