기존 열 (구분/순서),번호,사업장명,img,Latitude,Longitude,openTime,closeTime,소재지전체주소,업태구분명,(공공데이터상 분류),인허가일자,영업상태구분코드,시설총규모,최종수정시점,시/도,구/군,동/면,상세주소
,10648,은하수7080,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210427_234%2F16195184150750vYfL_JPEG%2FiVOh7uGFpBfI1KXL9b3ybrWb.jpg,37.8590669,127.7421394,,,강원특별자치도 춘천시 석사동 642-7,기타,라이브카페,2023-02-14,1,80.91,2023-02-17 17:21:05,강원특별자치도,춘천시,석사동,642-7
,11667,호반푸드,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220327_157%2F1648341996870tvlxH_JPEG%2F%25C8%25A3%25B9%25DD%25C7%25AA%25B5%25E5.jpg,37.8496698,127.7501828,,,강원특별자치도 춘천시 석사동 913-3,기타,식육(숯불구이),2020-12-21,1,107,2022-01-20 9:49:05,강원특별자치도,춘천시,석사동,913-3
,11008,아시안피자석사점,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220404_195%2F1649060078705489mO_JPEG%2FIMG_20220404_140208_1.jpg,37.8600979,127.7426751,,,강원특별자치도 춘천시 석사동 644-7,기타,기타,2022-02-07,1,40.5,2023-10-25 16:04:46,강원특별자치도,춘천시,석사동,644-7
,10980,열정푸드,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220511_53%2F16522565905366TUE2_JPEG%2FIMG_20220511_111519_1.jpg,37.87404,127.7430741,,,강원특별자치도 춘천시 효자동 625-1,기타,분식,2019-06-13,1,80.88,2020-08-20 16:45:28,강원특별자치도,춘천시,효자동,625-1
,10340,화구박스,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221018_163%2F1666068513704lJWmJ_JPEG%2F20221016_165028.jpg,37.8741427,127.7347313,,,강원특별자치도 춘천시 효자동 100-7,기타,기타,2022-07-29,1,45.2,2022-08-12 17:27:18,강원특별자치도,춘천시,효자동,100-7
,11578,라면먹고갈래?,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221031_39%2F1667175541120G2mBk_JPEG%2FIMG_20221029_110330.jpg,37.8663608,127.7371639,,,강원특별자치도 춘천시 효자동 176-12,기타,분식,2022-08-29,1,29.76,2022-09-02 9:42:08,강원특별자치도,춘천시,효자동,176-12
,10234,밥풀릭스춘천점,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230103_184%2F1672731780418nfNpQ_JPEG%2F%25C3%25E1%25C3%25B5%25C1%25A1_%25C1%25F6%25C1%25A1%25BB%25E7%25C1%25F8.jpg,37.8749893,127.7416471,,,강원특별자치도 춘천시 효자동 614-14,기타,기타,2022-12-14,1,74.11,2022-12-14 15:56:03,강원특별자치도,춘천시,효자동,614-14
,8814,미고토국물닭발,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230112_22%2F1673518106322EhrRF_JPEG%2FKakaoTalk_20230111_181325102.jpg,37.8756525,127.7365044,,,강원특별자치도 춘천시 효자동 648-2,기타,식육(숯불구이),2000-09-30,1,41.64,2022-10-25 11:38:24,강원특별자치도,춘천시,효자동,648-2
,9480,술또,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230210_149%2F1676033137787jGlNJ_JPEG%2F%25BC%25FA%25B6%25C7.jpg,37.8742934,127.7414063,,,강원특별자치도 춘천시 효자동 618-3 (3동 2층),기타,호프/통닭,2008-03-06,1,80.4,2012-12-11 16:42:07,강원특별자치도,춘천시,효자동,618-3 (3동 2층)
,10232,인생물음표,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230223_205%2F1677116134396FBpYH_JPEG%2F20221229_181013.jpg,37.873485,127.7431832,,,강원특별자치도 춘천시 효자동 626-9,기타,기타,2022-12-14,1,51.3,2022-12-14 14:02:04,강원특별자치도,춘천시,효자동,626-9
,11132,남부전집,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230305_173%2F16779888173390BtrK_JPEG%2F20230224_202050.jpg,37.8705461,127.7256128,,,강원특별자치도 춘천시 효자동 684-11,기타,정종/대포집/소주방,2015-07-27,1,42.27,2022-01-20 16:16:53,강원특별자치도,춘천시,효자동,684-11
,10207,배꼽시계,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230311_145%2F1678520056899FsoSy_JPEG%2F20230308_173524.jpg,37.8600322,127.739918,,,강원특별자치도 춘천시 석사동 707-6,기타,한식,2023-03-09,1,39.56,2023-03-16 16:51:38,강원특별자치도,춘천시,석사동,707-6
,10102,엠브로키친 석사점,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230311_288%2F1678511564203Eipfc_JPEG%2F20230308_172621.jpg,37.8599419,127.7428649,,,강원특별자치도 춘천시 석사동 641-8,기타,기타,2023-01-02,1,61.65,2023-01-05 17:32:12,강원특별자치도,춘천시,석사동,641-8
,10436,카페자작,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230327_42%2F1679908483195V6b9y_JPEG%2F20230316_113251.jpg,37.8592606,127.7420963,,,강원특별자치도 춘천시 석사동 642-11,기타,기타,2023-04-24,1,33.21,2023-05-01 16:44:55,강원특별자치도,춘천시,석사동,642-11
,8625,백일칼국수춘천제면소,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230403_81%2F16805154904586jOtV_JPEG%2F%25B9%25E9%25C0%25CF.jpg,37.8693031,127.7256622,,,강원특별자치도 춘천시 효자동 590-12,기타,한식,2013-11-14,1,140.85,2022-01-19 14:10:58,강원특별자치도,춘천시,효자동,590-12
,10906,써니푸드,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230425_12%2F16823490755300DyvC_JPEG%2F20230425_000907.jpg,37.8579547,127.7432756,,,강원특별자치도 춘천시 석사동 666-9,기타,한식,2021-10-27,1,38.24,2023-02-13 16:43:40,강원특별자치도,춘천시,석사동,666-9
,10285,피자피크춘천점,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230508_19%2F1683511239981RDPfg_JPEG%2F1683338997020.jpg,37.879072,127.7418332,,,강원특별자치도 춘천시 효자동 757-13,양식,기타,2023-04-17,1,102.6,2023-04-28 9:27:34,강원특별자치도,춘천시,효자동,757-13
,9972,그레이존,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230509_199%2F1683608495790k0SFn_JPEG%2FIMG_2065.jpeg,37.8638526,127.7491657,,,강원특별자치도 춘천시 석사동 767-1,기타,경양식,2011-03-29,1,33.98,2023-04-26 17:24:52,강원특별자치도,춘천시,석사동,767-1
,10484,짝꿍,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230621_27%2F1687336578366FUt1M_JPEG%2F20230621_164323.jpg,37.8598554,127.742771,,,강원특별자치도 춘천시 석사동 641-7,기타,호프/통닭,2022-09-21,1,66,2023-05-24 13:23:25,강원특별자치도,춘천시,석사동,641-7
,9306,파라다이스,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230629_58%2F16880329030714oMCL_JPEG%2F%25B4%25D9%25BF%25EE%25B7%25CE%25B5%25E5.jpg,37.8733523,127.7445783,,,강원특별자치도 춘천시 효자동 629-20,기타,한식,1996-08-17,1,61.4,2023-02-09 11:21:38,강원특별자치도,춘천시,효자동,629-20
,10199,우리동네전포차,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230808_61%2F1691454969125zfPup_JPEG%2F20230808_084509.jpg,37.8607572,127.7411536,,,강원특별자치도 춘천시 석사동 698-1,치킨,한식,2022-06-03,1,47,2023-07-31 17:08:04,강원특별자치도,춘천시,석사동,698-1
,9338,활어포차본점,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230810_282%2F1691676858321WgwXu_JPEG%2F20230807_203007.jpg,37.8670649,127.752952,,,강원특별자치도 춘천시 석사동 736-3,회,한식,2002-09-03,1,112.73,2023-07-20 14:19:29,강원특별자치도,춘천시,석사동,736-3
,7693,식향,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230819_234%2F1692456600216bpCC2_JPEG%2F%25BD%25C4%25C7%25E2.jpg,37.8655594,127.735179,,,"강원특별자치도 춘천시 효자동 310-14 (2동, 1층))",기타,분식,2003-05-30,1,28.5,2023-06-05 17:06:50,강원특별자치도,춘천시,효자동,"310-14 (2동, 1층))"
,10379,시키묵자,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230819_254%2F1692455704547HkCtE_JPEG%2F%25BD%25C3%25C5%25B0%25B9%25AC%25C0%25DA.jpg,37.8662079,127.7345479,,,강원특별자치도 춘천시 효자동 309-4,기타,경양식,2023-03-24,1,30,2023-07-26 14:56:43,강원특별자치도,춘천시,효자동,309-4
,10443,돈우정,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230903_288%2F16936692947315j1R7_JPEG%2F%25B5%25B7%25BF%25EC%25C1%25A41.jpg,37.8480663,127.7534874,,,강원특별자치도 춘천시 석사동 966-3,고기/구이,한식,2023-05-01,1,120.62,2023-05-23 13:42:43,강원특별자치도,춘천시,석사동,966-3
,11994,부어치킨석사점,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230912_289%2F1694506072627haE59_JPEG%2F20230912_163556.jpg,37.8597372,127.7401471,,,강원특별자치도 춘천시 석사동 654,기타,경양식,2022-03-17,1,22,2023-08-14 11:32:34,강원특별자치도,춘천시,석사동,654
,10593,코끼리김밥,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230923_298%2F1695438520426zkVpu_JPEG%2F62DC0B0D-0B5C-4B34-8CC2-3F7053A4EC14.jpeg,37.8577148,127.7442044,,,강원특별자치도 춘천시 석사동 667-8,기타,김밥(도시락),2022-12-23,1,47.56,2022-12-29 17:20:36,강원특별자치도,춘천시,석사동,667-8
,12368,레스트앤의사계절,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231001_216%2F1696154264181MALX8_JPEG%2F20231001_153820.jpg,37.8488341,127.7491642,,,강원특별자치도 춘천시 석사동 186-36,기타,기타,2023-09-26,1,88.2,2023-10-04 9:06:31,강원특별자치도,춘천시,석사동,186-36
,12074,썬딜리버리,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231003_35%2F1696324459371CpbXs_JPEG%2F20231003_181135.jpg,37.8751227,127.7388275,,,강원특별자치도 춘천시 효자동 608-17,기타,식육(숯불구이),2021-06-02,1,26.88,2022-11-09 13:20:22,강원특별자치도,춘천시,효자동,608-17
,10679,온반,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231013_123%2F1697192384547awXa6_JPEG%2F1697192356267.jpg,37.8719402,127.7277152,,,강원특별자치도 춘천시 효자동 540-2,기타,기타,2023-03-30,1,81.32,2023-09-05 15:30:10,강원특별자치도,춘천시,효자동,540-2
,8379,기막힌밥상,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231122_177%2F1700639963080zUgWV_JPEG%2F%25B3%25D7%25C0%25CC%25B9%25F6%25BD%25BA%25B8%25B6%25C6%25AE%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA-%25B4%25EB%25C7%25A5%25B7%25CE%25B0%25ED.jpg,37.8578971,127.7425763,,,강원특별자치도 춘천시 석사동 663-3 (1층),기타,정종/대포집/소주방,2011-08-03,1,66.36,2023-09-25 13:38:30,강원특별자치도,춘천시,석사동,663-3 (1층)
,9332,페리카나팔호광장점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_137%2F1441031299267rDvNo_JPEG%2F166176615327626_0.jpg,37.8761464,127.7358665,,,강원특별자치도 춘천시 효자동 653,치킨,통닭(치킨),1987-04-13,1,24.18,2022-01-18 14:42:02,강원특별자치도,춘천시,효자동,653
,7727,효자황태구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_221%2F1440987084198ulNxH_JPEG%2F11865319_0.jpg,37.865992,127.7311247,,,강원특별자치도 춘천시 효자동 705-18 (1~2층),백반,한식,2005-04-28,1,165.9,2021-04-12 10:26:30,강원특별자치도,춘천시,효자동,705-18 (1~2층)
,9429,밀밭해물칼국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_23%2F1440992436114LSlni_JPEG%2F106654496352523_0.jpg,37.8676953,127.7287877,,,강원특별자치도 춘천시 효자동 697-2,국수,한식,1998-04-11,1,67.78,2018-07-31 17:32:52,강원특별자치도,춘천시,효자동,697-2
,8886,운수대통닭갈비,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_236%2F1440995048865uojMM_JPEG%2F11549268_0.jpg,37.8737783,127.7432229,,,강원특별자치도 춘천시 효자동 626-18,고기/구이,한식,1996-04-16,1,41.48,2022-06-30 7:12:35,강원특별자치도,춘천시,효자동,626-18
,7961,청미래닭갈비,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_245%2F1440988371437kJDRX_JPEG%2F11868683_0.jpg,37.8731722,127.7453364,,,강원특별자치도 춘천시 효자동 631-16,치킨,한식,2003-02-06,1,0,2022-02-07 10:25:51,강원특별자치도,춘천시,효자동,631-16
,8571,양구함흥손냉면,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_296%2F1441031813585Gz6zw_JPEG%2F12868940_0.jpg,37.8489991,127.7511091,,,강원특별자치도 춘천시 석사동 921-4 (1층),양식,한식,2006-11-06,1,104.58,2021-08-13 13:06:18,강원특별자치도,춘천시,석사동,921-4 (1층)
,8030,새서울해장국,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_107%2F1441074970444i2YeL_JPEG%2FSUBMIT_1429518282924_36449732.jpg,37.8746758,127.7432768,,,강원특별자치도 춘천시 효자동 20-13,양식,한식,2006-02-27,1,20.52,2022-02-07 11:56:17,강원특별자치도,춘천시,효자동,20-13
,8902,동원칼국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_108%2F1441057606344AFzwJ_JPEG%2F96252606024273_0.jpg,37.8674189,127.7285158,,,강원특별자치도 춘천시 효자동 696-1,기타,한식,1997-10-10,1,55.5,2022-01-19 14:06:05,강원특별자치도,춘천시,효자동,696-1
,9063,참맛부흥닭갈비,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_188%2F1441047503827ICdtb_JPEG%2F11823756_0.jpg,37.8739439,127.7432727,,,강원특별자치도 춘천시 효자동 625-5,기타,한식,1999-06-29,1,49.4,2022-02-07 9:28:29,강원특별자치도,춘천시,효자동,625-5
,8788,강대곱창타운,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150903_259%2F1441244226439sKwnf_JPEG%2F166779405551118_0.jpeg,37.87329,127.7441973,,,강원특별자치도 춘천시 효자동 628-12,분식,호프/통닭,1995-12-19,1,74.2,2022-01-19 13:19:39,강원특별자치도,춘천시,효자동,628-12
,11444,송암골평창송어춘천점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151107_237%2F14468873318630RdmM_PNG%2FSUBMIT_1446887325899_32945444.png,37.8693791,127.7279524,,,강원특별자치도 춘천시 효자동 692-1,기타,횟집,2016-06-23,1,114,2022-01-20 17:40:07,강원특별자치도,춘천시,효자동,692-1
,7792,일박이일,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151217_204%2F1450328506063pR4jl_PNG%2F12__1.,37.8737704,127.7335505,,,강원특별자치도 춘천시 효자동 483-10,기타,중국식,2008-10-15,1,50.89,2018-03-15 13:35:08,강원특별자치도,춘천시,효자동,483-10
,9528,밸브,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151228_31%2F1451299729686ON7BU_PNG%2F167178597869566_0.png,37.8532893,127.7475343,,,강원특별자치도 춘천시 석사동 848-10,양식,한식,2005-10-04,1,99.01,2012-02-01 15:57:59,강원특별자치도,춘천시,석사동,848-10
,11428,고은이네,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160321_294%2F1458527263392NaA01_JPEG%2F176266553024982_0.jpeg,37.8607559,127.7431888,,,강원특별자치도 춘천시 석사동 644,기타,기타,2016-03-11,1,25.98,2022-01-20 17:20:53,강원특별자치도,춘천시,석사동,644
,9532,치치,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160813_215%2F14710515948108K2hl_JPEG%2F176763505654306_0.jpeg,37.87329,127.7441973,,,강원특별자치도 춘천시 효자동 628-12,중식,한식,2008-04-18,1,104.78,2022-02-09 17:15:08,강원특별자치도,춘천시,효자동,628-12
,7599,토대력남부시장점(투다리남부시장점),https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160921_154%2F1474448047859DJuHj_JPEG%2F176871578427321_0.jpeg,37.870719,127.7251936,,,강원특별자치도 춘천시 효자동 684-3,기타,한식,2006-12-27,1,76.05,2013-06-11 14:48:57,강원특별자치도,춘천시,효자동,684-3
,9374,토대력(춘천점),https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160921_154%2F1474448047859DJuHj_JPEG%2F176871578427321_0.jpeg,37.8725953,127.7342091,,,강원특별자치도 춘천시 효자동 148-12,양식,정종/대포집/소주방,1984-06-16,1,87.69,2023-10-26 14:22:20,강원특별자치도,춘천시,효자동,148-12
,7900,미미한식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161010_266%2F1476027022478TN6FR_JPEG%2F176960406041797_0.jpeg,37.8659196,127.7507517,,,강원특별자치도 춘천시 석사동 740-12 (1층),양식,분식,2007-04-05,1,54,2016-09-12 14:15:21,강원특별자치도,춘천시,석사동,740-12 (1층)
,8888,이모네돼지갈비부속구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161107_216%2F1478486074213rX1Yl_JPEG%2F177057516454066_0.jpeg,37.8668627,127.7520716,,,강원특별자치도 춘천시 석사동 737-8,기타,호프/통닭,2001-03-21,1,75.6,2022-02-07 9:46:57,강원특별자치도,춘천시,석사동,737-8
,9851,다릿골소나무,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161124_243%2F14799525695843B0ru_JPEG%2F177074508629.,37.8654063,127.753586,,,강원특별자치도 춘천시 석사동 733-18,고기/구이,식육(숯불구이),2011-11-14,1,53.43,2012-04-06 10:02:51,강원특별자치도,춘천시,석사동,733-18
,9813,더술(The Sul),https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161201_198%2F14805243024561sSpQ_JPEG%2F177151417521325_0.jpeg,37.8556591,127.7458286,,,강원특별자치도 춘천시 석사동 818-12,기타,정종/대포집/소주방,2013-01-31,1,62.72,2020-08-31 10:49:13,강원특별자치도,춘천시,석사동,818-12
,8580,륭림닭발1호점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161207_45%2F1481090252063xzck1_PNG%2Fimage.,37.8738188,127.74163,,,"강원특별자치도 춘천시 효자동 617-9 (3동,1층)",회,기타,2007-10-24,1,83.78,2022-12-22 16:48:15,강원특별자치도,춘천시,효자동,"617-9 (3동,1층)"
,12162,멋갤러리카페,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161224_132%2F14825584554458C4oP_JPEG%2F177174547752792_0.jpeg,37.8666717,127.7316791,,,강원특별자치도 춘천시 효자동 707-12,기타,기타,2016-11-21,1,54.2,2022-02-07 17:07:23,강원특별자치도,춘천시,효자동,707-12
,10241,멘시루,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170123_134%2F14851330951737TeLV_JPEG%2F186073498834.,37.8728963,127.7454779,,,강원특별자치도 춘천시 효자동 632-13,돈까스,호프/통닭,2015-01-13,1,61.74,2016-12-15 16:54:14,강원특별자치도,춘천시,효자동,632-13
,9990,부산산꼼장어,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170207_282%2F1486442277962bmqA4_JPEG%2F186157536777.jpg,37.8661263,127.7525467,,,강원특별자치도 춘천시 석사동 735-11,고기/구이,기타,2010-08-25,1,113.01,2018-12-20 17:14:55,강원특별자치도,춘천시,석사동,735-11
